N,m
6.858675970134182762e+02,9.283048641352629193e-01
6.746807936239727042e+02,9.046124810085202084e-01
6.746807936239727042e+02,9.046124810085202084e-01
6.788315771968686931e+02,8.879945664292483443e-01
6.795481368408463823e+02,9.155168749787737648e-01
6.803253090109992627e+02,9.017726952861397915e-01
6.952378930331325364e+02,9.342344657487390291e-01
6.914440150035272836e+02,9.124380828808690280e-01
6.860321981856330922e+02,9.090965156265796709e-01
6.925759640379304756e+02,9.235004422582532291e-01
6.993619599355566834e+02,9.450485616781957310e-01
7.032263321693657190e+02,9.529008211470989531e-01
7.039307469044543950e+02,9.461462158883295892e-01
7.054082717058802245e+02,9.238561480461139341e-01
7.099390107549324966e+02,9.326213573154545911e-01
7.017284122321825635e+02,9.394853234722881918e-01
7.019857687702118483e+02,9.618417509392608311e-01
7.058121896175917982e+02,9.627752851825983615e-01
7.061915728376077368e+02,9.509088983735510814e-01
7.061915728376077368e+02,9.509088983735510814e-01
6.967256103287696760e+02,9.281473904042627510e-01
6.999658785209340977e+02,9.440788314342181131e-01
7.040843010270178866e+02,9.542283399757893747e-01
7.142660010883409996e+02,9.477402514938719769e-01
7.145434462173603833e+02,9.327823773105365923e-01
7.123584244182226257e+02,9.683641717025679441e-01
7.123584244182226257e+02,9.683641717025679441e-01
7.224108911830519446e+02,9.550272646462348858e-01
7.252874945140966929e+02,9.707401883900274031e-01
7.304653600605843167e+02,9.726394362410220040e-01
7.342835609663804917e+02,9.773953077736775574e-01
7.394388333286431134e+02,9.845184464552197978e-01
7.327497794087346392e+02,9.743798817122231171e-01
7.327497794087346392e+02,9.743798817122231171e-01
7.348673862497414575e+02,9.780672471048660332e-01
7.328903756647646333e+02,9.937166251122335758e-01
7.384204118922748421e+02,9.616096695500565561e-01
7.292553184693138064e+02,9.701601639600223592e-01
7.326558326563927039e+02,9.804192051579796452e-01
7.326558326563927039e+02,9.804192051579796452e-01
7.283579935496953794e+02,9.943660282390316407e-01
7.280349645032080161e+02,9.656889854743728741e-01
7.280349645032080161e+02,9.656889854743728741e-01
7.300641715599791723e+02,9.967721453472089266e-01
7.258868558745140263e+02,9.726106715744791131e-01
7.271903500539430070e+02,9.745662652007930360e-01
7.301711780216916168e+02,9.691248255672811895e-01
7.301944880193796052e+02,9.835568166547162816e-01
7.246430778646181352e+02,9.573826875921686019e-01
7.262949206766256793e+02,9.625677344283462000e-01
7.281475558656744624e+02,9.662489948842840626e-01
7.294218698005277020e+02,9.709952650265619711e-01
7.346204002395039652e+02,9.825091885970553829e-01
7.346188255798741693e+02,9.906722212632456115e-01
7.195798322237599223e+02,9.872034135834408808e-01
7.195798322237599223e+02,9.872034135834408808e-01
7.228307489683866152e+02,9.887837269081053426e-01
7.338662430341835261e+02,9.666542736399326152e-01
7.344381632735012317e+02,9.614332675995409527e-01
7.355942710505853483e+02,1.001145490406572636e+00
7.335055954795182060e+02,9.680012006829659121e-01
7.366173864867813563e+02,9.869137294060621457e-01
7.375330507811796679e+02,9.952110229964588051e-01
7.332939893471215100e+02,9.938706617625694406e-01
7.343917816112856372e+02,9.896137733697467631e-01
7.333565876611750127e+02,9.801634045173642784e-01
7.357917304874061983e+02,9.876048433448253450e-01
7.357917304874061983e+02,9.876048433448253450e-01
7.359241969127900802e+02,9.818368434014773660e-01
7.403449019816112013e+02,9.823532386790846394e-01
7.390949511935805276e+02,9.793672211377569825e-01
7.376916442127537721e+02,9.877245980624631549e-01
7.560814067968557310e+02,1.015619776194263801e+00
7.596302286712830210e+02,1.027922388116193186e+00
7.680120056152723009e+02,1.011842620544943117e+00
7.653700669882409784e+02,1.012845320980023223e+00
7.589523586269984889e+02,9.954193005583621412e-01
7.654536680658461592e+02,9.965391175588457218e-01
7.626916524926457441e+02,1.006550296949328960e+00
7.578667554131252473e+02,9.993699514905675096e-01
7.634490758516452615e+02,1.024623817212642507e+00
7.638269098857578001e+02,1.000395453842796378e+00
7.583592419879266799e+02,9.947708629821783166e-01
7.606219153303439953e+02,1.003436906880902368e+00
7.538181537595361306e+02,1.015067204185023941e+00
7.538181537595361306e+02,1.015067204185023941e+00
7.518439435373966262e+02,1.003284735376180681e+00
7.521884683535749900e+02,9.929835777042241851e-01
7.498899177459570637e+02,9.891631409011216736e-01
7.511865382673968270e+02,9.983352615045597567e-01
7.511865382673968270e+02,9.983352615045597567e-01
7.540110169542612084e+02,1.031630854999321834e+00
7.576659305036723708e+02,1.011134785961065541e+00
7.589106429148590678e+02,1.016836278954687645e+00
7.565279752349399587e+02,1.013369000757017302e+00
7.565279752349399587e+02,1.013369000757017302e+00
7.565279752349399587e+02,1.013369000757017302e+00
7.544958539202182237e+02,1.003276386452464974e+00
7.526370724308045510e+02,9.909798943995551390e-01
7.539774736686988490e+02,1.005169475421203495e+00
7.539774736686988490e+02,1.005169475421203495e+00
7.480811834803738520e+02,9.877051266964774756e-01
7.498500104492243281e+02,9.997826970825388626e-01
7.538251627513717494e+02,1.001701690281332935e+00
7.502916866011025832e+02,1.003293598128449426e+00
7.389160864156964408e+02,9.879575332772706497e-01
7.389160864156964408e+02,9.879575332772706497e-01
7.336704836017671596e+02,9.987211183996267394e-01
7.336704836017671596e+02,9.987211183996267394e-01
7.284743030688543968e+02,1.000625109702379056e+00
7.208557423952925092e+02,9.435866607687138918e-01
7.186348794765250432e+02,9.785116599988171737e-01
7.297674996348179093e+02,9.727201443213425724e-01
7.244787816980068555e+02,9.613401011961513198e-01
7.211180549673981659e+02,9.500870771524168035e-01
7.265551067913129373e+02,9.795544138540339674e-01
7.246374212172462421e+02,9.652609494869142104e-01
7.276991123041342462e+02,9.583505590924672468e-01
7.214199431957708839e+02,9.536034676829805434e-01
7.144524673243951156e+02,9.850144409098968712e-01
7.244798446893086066e+02,9.585984282674377965e-01
7.208924152790591506e+02,9.574009617560628183e-01
7.245564132306094507e+02,9.651390648177419207e-01
7.229970086972639365e+02,9.889547477994456992e-01
7.218356395112226664e+02,9.562765000611366251e-01
7.151011486941733892e+02,9.425429369928840506e-01
7.219224971961320989e+02,9.427212834435406696e-01
7.163635736467475681e+02,9.841072755583056830e-01
7.147360888001858257e+02,9.649610724772411663e-01
7.137775277162182874e+02,9.695122365454207358e-01
7.206947950366586610e+02,9.875940866927278572e-01
7.281552418968240090e+02,9.972902710078669353e-01
7.295965843123531158e+02,9.812914104238391610e-01
7.272516492204941869e+02,9.757277879377087570e-01
7.311555439404389745e+02,9.804679677456901166e-01
7.365356051500805279e+02,9.862692402329409358e-01
7.279122053825535659e+02,9.726336156192716409e-01
7.301404547908181257e+02,9.731447340558715409e-01
7.302104411973682545e+02,9.688445060201127390e-01
7.320430106569839381e+02,9.845062778444050311e-01
7.362503593327861608e+02,9.841525316959454095e-01
7.338670772279780294e+02,9.641580566380841821e-01
7.316236729264275027e+02,9.743343525236303204e-01
7.313232717738036399e+02,9.857353681454668060e-01
7.313232717738036399e+02,9.857353681454668060e-01
7.425522595312302201e+02,9.850314450289885393e-01
7.456715779049361572e+02,9.811539252174013015e-01
7.390116016846500315e+02,9.854766865533772791e-01
7.297334708384354371e+02,9.724655614121627822e-01
7.236352489038229123e+02,9.747850961641927325e-01
7.210277213453543936e+02,9.857950615817957507e-01
7.194683932977961831e+02,9.760595534728178091e-01
7.213213159027949359e+02,9.673612720632764894e-01
7.186767399985736802e+02,9.562203030883081878e-01
7.319465436567705865e+02,9.750029086998220906e-01
7.319465436567705865e+02,9.750029086998220906e-01
7.319465436567705865e+02,9.750029086998220906e-01
7.347853300936055803e+02,9.872617512360811753e-01
7.407973030593485646e+02,9.858225865020884271e-01
7.390743591959469541e+02,9.719521685127938682e-01
7.382234859833049541e+02,9.870417305102442418e-01
7.331910965588361933e+02,9.777407022787817370e-01
7.304176341039845965e+02,9.806001351491352436e-01
7.271025830975062263e+02,9.598798306414979553e-01
7.218734122739995200e+02,9.824383989470520939e-01
7.234438368899203624e+02,9.773542690149431555e-01
7.157632503987667860e+02,9.484652799418679114e-01
7.112862357105083220e+02,9.731419046021305697e-01
7.169869530762238128e+02,9.622829030307250564e-01
7.169869530762238128e+02,9.622829030307250564e-01
7.172593308722167649e+02,9.570884699848476451e-01
7.123849009431635295e+02,9.421396040215337386e-01
7.157043511124740007e+02,9.676584517302325716e-01
7.149332835354027793e+02,9.635759073781641204e-01
7.098975460456603059e+02,9.380551764284299487e-01
7.064125704467533069e+02,9.286958841366791395e-01
7.148343391222296077e+02,9.598795842437117809e-01
7.226733548736060584e+02,9.521547061345272400e-01
7.285236956349317552e+02,9.604271609758682215e-01
7.269296494251939293e+02,9.601993340882564176e-01
7.302355794215437754e+02,9.739699214981517583e-01
7.309865953570970305e+02,9.840166325700046013e-01
7.264683924955587599e+02,9.602770098166277801e-01
7.327862664421101044e+02,9.740574366291233632e-01
7.303412755910543410e+02,9.795431105190774979e-01
7.344905610761866228e+02,9.819263272872599257e-01
7.344905610761866228e+02,9.819263272872599257e-01
7.328803865093523200e+02,9.930060199516068664e-01
7.273177185213090752e+02,9.706838336981118420e-01
7.179279942588998438e+02,9.543613231508075723e-01
7.187705877621600621e+02,9.626450270074411453e-01
7.220872351147600057e+02,9.592134206902906968e-01
7.220872351147600057e+02,9.592134206902906968e-01
7.279916054681942796e+02,9.698569695820441483e-01
7.248829887087769066e+02,9.799792570839234163e-01
7.271215886780823894e+02,9.612529487245270454e-01
7.216578223432472896e+02,9.608197922739325492e-01
7.237733633416631847e+02,9.720721320588570080e-01
7.228017705867291625e+02,9.657990273158622019e-01
7.228017705867291625e+02,9.657990273158622019e-01
7.161531712157266156e+02,9.563505501482636451e-01
7.161531712157266156e+02,9.563505501482636451e-01
7.161531712157266156e+02,9.563505501482636451e-01
7.087759681398886187e+02,9.580720410262918429e-01
7.168119344047731829e+02,9.443668319550994061e-01
7.146775662244959904e+02,9.517075936651547829e-01
7.146775662244959904e+02,9.517075936651547829e-01
7.113155841165316815e+02,9.414539871889079370e-01
7.167998623682486823e+02,9.714737332388418967e-01
7.241085938847995749e+02,9.846976608186390756e-01
7.241705037683348110e+02,9.866014827195049852e-01
7.344732505671912577e+02,9.944813859602096295e-01
7.276138058826571751e+02,9.658675006133758956e-01
7.241259011002243824e+02,9.603214223431568719e-01
7.241259011002243824e+02,9.603214223431568719e-01
7.311133278695265290e+02,9.816916689254067130e-01
7.311133278695265290e+02,9.816916689254067130e-01
7.330292298403267068e+02,9.827388553529271542e-01
7.299620934728206976e+02,9.820788139622667057e-01
7.407949223358718882e+02,1.009899547493651850e+00
7.337609132055896453e+02,9.907426276185470337e-01
7.385527626090409967e+02,1.008006839739181038e+00
7.302628501867939121e+02,9.668030736055418517e-01
7.221544706384053143e+02,9.709726371707994019e-01
7.233005294615613820e+02,9.806682450873731582e-01
7.233005294615613820e+02,9.806682450873731582e-01
7.248775900753109909e+02,9.485684199100679059e-01
7.213240664419357699e+02,9.986967274020149832e-01
7.206915860779315608e+02,9.792306883668059347e-01
7.165543243538567140e+02,9.579897823325901340e-01
7.184798303720363037e+02,9.547682671613781924e-01
7.118785392264358052e+02,9.658845998476970340e-01
7.063191777212794022e+02,9.604203434980881360e-01
7.063191777212794022e+02,9.604203434980881360e-01
7.056697239617736841e+02,9.418150752212672838e-01
7.069850728206904478e+02,9.493797732276963997e-01
7.056653555092667602e+02,9.369759040986547216e-01
7.056653555092667602e+02,9.369759040986547216e-01
7.043357797116934762e+02,9.384548453266896573e-01
7.038440244502606902e+02,9.235951654560322632e-01
7.023569027965207852e+02,9.334211840420448825e-01
6.974859990089956909e+02,9.352348077608496624e-01
6.974859990089956909e+02,9.352348077608496624e-01
6.924744293235369241e+02,9.318041162813284206e-01
6.801699560210860227e+02,9.242941150664159000e-01
6.832277058462657351e+02,9.196932489290160495e-01
6.823924149541394399e+02,9.356096619608812448e-01
6.863007507545039516e+02,9.295715131580790658e-01
6.856768025135277185e+02,9.258312330381639477e-01
6.866489304048948270e+02,9.319146953367278829e-01
6.890000929521310127e+02,9.275468605728806049e-01
6.839993099535125793e+02,9.244566730577258307e-01
6.839993099535125793e+02,9.244566730577258307e-01
6.839993099535125793e+02,9.244566730577258307e-01
6.899557583624830386e+02,9.351017080006344129e-01
6.899557583624830386e+02,9.351017080006344129e-01
6.868156588803573186e+02,9.145219760743319437e-01
6.864069042077668428e+02,9.218406684267819173e-01
6.919040706275628736e+02,9.183489677754375080e-01
7.019698090398428576e+02,9.456671919813680605e-01
7.019698090398428576e+02,9.456671919813680605e-01
6.920552022495498932e+02,9.391315773181938553e-01
6.977004632509210751e+02,9.499487830871545802e-01
6.957510280125799227e+02,9.547783412096884081e-01
6.906086286456473999e+02,9.002650519621403502e-01
6.906086286456473999e+02,9.002650519621403502e-01
6.958158738910560714e+02,9.512513047799825427e-01
6.926029923464976719e+02,9.396734111504587705e-01
6.947892221008462457e+02,9.458861923086550050e-01
7.009003753631803875e+02,9.516085307890982392e-01
7.009003753631803875e+02,9.516085307890982392e-01
7.009003753631803875e+02,9.516085307890982392e-01
7.052155653595248168e+02,9.459816240206482263e-01
7.081160899782255456e+02,9.518996090681728361e-01
7.081160899782255456e+02,9.518996090681728361e-01
7.047990090411701658e+02,9.511716904066214173e-01
7.047990090411701658e+02,9.511716904066214173e-01
7.003482790672086367e+02,9.398730685377633121e-01
7.003482790672086367e+02,9.398730685377633121e-01
7.003482790672086367e+02,9.398730685377633121e-01
7.052804535870602649e+02,9.337074679304124825e-01
7.031128830511296428e+02,9.443735983838557058e-01
7.031128830511296428e+02,9.443735983838557058e-01
7.031128830511296428e+02,9.443735983838557058e-01
7.031128830511296428e+02,9.443735983838557058e-01
7.082116262074173392e+02,9.528055615265347278e-01
7.103984546146120920e+02,9.584131732724271435e-01
7.168006997161400022e+02,9.527218471491730734e-01
7.224500160187595839e+02,9.690225757484174363e-01
7.273162317723013075e+02,9.807947357989660331e-01
7.167694626557801030e+02,9.581455919443391256e-01
7.152048963812035254e+02,9.678729685971978469e-01
7.170597937613018757e+02,9.671002057903711480e-01
7.194648540906274548e+02,9.705339164007603658e-01
7.157173828782276814e+02,9.660084267662115698e-01
7.216072946725405473e+02,9.700757650364328910e-01
7.234697879491432104e+02,9.592630869084025624e-01
7.256792447445900507e+02,9.749591048625959600e-01
7.256792447445900507e+02,9.749591048625959600e-01
7.215321906480667167e+02,9.800902199919961921e-01
7.203141902545153243e+02,9.569920861252660949e-01
7.239071767630138083e+02,9.713336553175444532e-01
7.229089896474218904e+02,9.643051494600101137e-01
7.358310093257848621e+02,9.624070510183946325e-01
7.352048613768638461e+02,9.934239634666995888e-01
7.277664001379271212e+02,9.758094112920635554e-01
7.204766882531164356e+02,9.612571654802699594e-01
7.291487636925266997e+02,9.987712917783972966e-01
7.337985375474164584e+02,9.849665545277290768e-01
7.357202305579750146e+02,1.004584684563897268e+00
7.466934051694553318e+02,9.995729344211792267e-01
7.466934051694553318e+02,9.995729344211792267e-01
7.466934051694553318e+02,9.995729344211792267e-01
7.510181993056631882e+02,1.005911978263083650e+00
7.457339062392964024e+02,1.000474524681756572e+00
7.460392063703392296e+02,9.971210451936739494e-01
7.439818722076745416e+02,1.004962745327508733e+00
7.439818722076745416e+02,1.004962745327508733e+00
7.515813110674968129e+02,1.021004109074440613e+00
7.530107731890725518e+02,9.988192898402616926e-01
7.578183170916992140e+02,1.015013568991481652e+00
7.578183170916992140e+02,1.015013568991481652e+00
7.555211607899894943e+02,9.949698253558498795e-01
7.534075902206029696e+02,9.883142923538744684e-01
7.616439783581346319e+02,1.007220928591102904e+00
7.595287415767340917e+02,1.011303266119010003e+00
7.559124013777603750e+02,1.018297365277767597e+00
7.539324771929506142e+02,1.004418288079903077e+00
7.539324771929506142e+02,1.004418288079903077e+00
7.557801724056623698e+02,9.920935852574347402e-01
7.544888711837321580e+02,9.923829571452591480e-01
7.575761301870721809e+02,1.010874232348801138e+00
7.642574071996225484e+02,1.026628493517613316e+00
7.642574071996225484e+02,1.026628493517613316e+00
7.676768749222504766e+02,1.019968623010399478e+00
7.568186727483017648e+02,1.007555527610163981e+00
7.576330608246626070e+02,1.013912883893969719e+00
7.577586234927202895e+02,1.021411125085386118e+00
7.543774082334509785e+02,9.955179687655877352e-01
7.460075623532460440e+02,1.012188936552512519e+00
7.431783578283498173e+02,1.008133190881288277e+00
7.388832997916571230e+02,1.015534200628661399e+00
7.526385060086007570e+02,1.009189400395640090e+00
7.472108689373709467e+02,9.921675209913625171e-01
7.472108689373709467e+02,9.921675209913625171e-01
7.467492703113757671e+02,9.955688771279610494e-01
7.410648301337150770e+02,9.822343206333469245e-01
7.417494639668052514e+02,9.963841121906490406e-01
7.407319223854570964e+02,9.892519938587327477e-01
7.460926814580435575e+02,9.805397881706635621e-01
7.412595873183095136e+02,9.848546771693476032e-01
7.490918477462070086e+02,1.008034821177733242e+00
7.430127196222538259e+02,9.766886585379028762e-01
7.516247559790591595e+02,1.010605683681721656e+00
7.530951838970971721e+02,1.001141457831271842e+00
7.467624287100466063e+02,9.870289614063343375e-01
7.364430250940926044e+02,9.711662892297213689e-01
7.398515918748153126e+02,9.936044264197060327e-01
7.398515918748153126e+02,9.936044264197060327e-01
7.398515918748153126e+02,9.936044264197060327e-01
7.398515918748153126e+02,9.936044264197060327e-01
7.427743140548894871e+02,9.826986327430626833e-01
7.420989035430727654e+02,1.005578087851966007e+00
7.424507597611674328e+02,9.897726841921292706e-01
7.338016341258188504e+02,9.755786333601759175e-01
7.313803045230577027e+02,9.822553661834763084e-01
7.308003194430388021e+02,9.779983264389465747e-01
7.325539510165501724e+02,9.682557403232719961e-01
7.408054658141380742e+02,1.007558206032366011e+00
7.348157345134229672e+02,9.765063605938973934e-01
7.361217267470284469e+02,9.669048862033000624e-01
7.370078813612640261e+02,9.768343939069947801e-01
7.376324026631890547e+02,9.799698921433930288e-01
7.371572302202140463e+02,9.936716976849042648e-01
7.369746491078266217e+02,1.002552384871295832e+00
7.422350955131826140e+02,1.004977675087189493e+00
7.414914798915616529e+02,9.918050598565028020e-01
7.481033487200370473e+02,1.001627308439698272e+00
7.536535125680264855e+02,9.944263954883355572e-01
7.511262845529064407e+02,9.754086216852826396e-01
7.546778364870284577e+02,9.981245013674437949e-01
7.551392413071426972e+02,1.018837097385125956e+00
7.617766698205108469e+02,9.978873077645605827e-01
7.589543543853062602e+02,1.020824941067715264e+00
7.619841562301116937e+02,1.016370277929673271e+00
7.619841562301116937e+02,1.016370277929673271e+00
7.580274272886849758e+02,1.012971089019218285e+00
7.610642730517404289e+02,1.023089416039335564e+00
7.600936627342466636e+02,1.006334074089668240e+00
7.702219522651885200e+02,1.030371719283111887e+00
7.692468617716652943e+02,1.001182403218462191e+00
7.680720813469715722e+02,1.013152331017160623e+00
7.654703376313477747e+02,1.009292430390756445e+00
7.727113458377770030e+02,1.031232030653825626e+00
7.720310276002697947e+02,1.030457546403190205e+00
7.721434339986118403e+02,1.020408495361617041e+00
7.740644519005707025e+02,1.034106002225911203e+00
7.740644519005707025e+02,1.034106002225911203e+00
7.740644519005707025e+02,1.034106002225911203e+00
7.770289954942286386e+02,1.050819721595544598e+00
7.761945574352034782e+02,1.047622291598115929e+00
7.713990962719284425e+02,1.021794379148795562e+00
7.716212217395317339e+02,1.021101004088526665e+00
7.702184972507445764e+02,1.020756429703564949e+00
7.689235550442156182e+02,1.032403575976445387e+00
7.689235550442156182e+02,1.032403575976445387e+00
7.716910423645241508e+02,1.034694755546344380e+00
7.792206327339482641e+02,1.018398977161146801e+00
7.802543033424504983e+02,1.019397752513566457e+00
7.827553465037979095e+02,1.009683651614136979e+00
7.812862986374748289e+02,1.045015877638558521e+00
7.851104467492255026e+02,1.031955635678274197e+00
7.867940527549556009e+02,1.039125761302743145e+00
7.859391105159203335e+02,1.027421950219241209e+00
7.918220076403025587e+02,1.062624069498426582e+00
7.854691759236370672e+02,1.048193751452309863e+00
7.823408703310253713e+02,1.032874499854589567e+00
7.823408703310253713e+02,1.032874499854589567e+00
7.726784818321946204e+02,1.023107020989425964e+00
7.726784818321946204e+02,1.023107020989425964e+00
7.726784818321946204e+02,1.023107020989425964e+00
7.660798069267677874e+02,1.021235223139396853e+00
7.627557810810155843e+02,1.008641954957860687e+00
7.594902622052214838e+02,9.993331954664962380e-01
7.608434918579970372e+02,1.031857963519914323e+00
7.611817125027013162e+02,1.011195860487803300e+00
7.611817125027013162e+02,1.011195860487803300e+00
7.633843536612007483e+02,1.012018888016958051e+00
7.567521284405115694e+02,1.007272626539509330e+00
7.587880913584597238e+02,1.011756948320035487e+00
7.642046457119935212e+02,1.022014610991624606e+00
7.661452977940357414e+02,1.021228090956944445e+00
7.587280351513411460e+02,1.021834058479285323e+00
7.587280351513411460e+02,1.021834058479285323e+00
7.587280351513411460e+02,1.021834058479285323e+00
7.518995389373887974e+02,9.981984842799296320e-01
7.465433208870271073e+02,9.988334017922192443e-01
7.406508147296099196e+02,9.894053734647879628e-01
7.385338300018498785e+02,9.883378776480541417e-01
7.385338300018498785e+02,9.883378776480541417e-01
7.404557561799117593e+02,9.781790756047148427e-01
7.420981219418217734e+02,9.999022195785399747e-01
7.359531186778278880e+02,9.929962303335803098e-01
7.357881230099384311e+02,9.843550692781717348e-01
7.300549433512733231e+02,9.719948804068651027e-01
7.355597181702091802e+02,9.781897199876751214e-01
7.356876876605740563e+02,9.758424672415162426e-01
7.376751927418554260e+02,1.005190253244669707e+00
7.379770765222092450e+02,9.992583924329832001e-01
7.462185775076873142e+02,9.845999468024979606e-01
7.384257605996816665e+02,9.832896469936088790e-01
7.384257605996816665e+02,9.832896469936088790e-01
7.412757999559657947e+02,9.888562838949724876e-01
7.395170989503812962e+02,9.910253574492940976e-01
7.382656248285596803e+02,1.000911401849334137e+00
7.447998173897059360e+02,9.792932995119754125e-01
7.446561938755296524e+02,9.965696424224693706e-01
7.440730595278316741e+02,9.944949353631377109e-01
7.361697021586265919e+02,9.657039623960174124e-01
7.425820251790535167e+02,9.850596936631588196e-01
7.508016312304387156e+02,9.879910281393899929e-01
7.508016312304387156e+02,9.879910281393899929e-01
7.571465496724804325e+02,1.024783865633138946e+00
7.620702389531356857e+02,1.000927781358451618e+00
7.597106201406581931e+02,1.018649628307104704e+00
7.669673051490459557e+02,1.017579518026268337e+00
7.709544723146798333e+02,1.019543789850678506e+00
7.716310806991317577e+02,1.021008217904211479e+00
7.627806291852259619e+02,1.025430776309118386e+00
7.584598859961164408e+02,1.006040918907525450e+00
7.545297885064089769e+02,1.002060810146440772e+00
7.507750598092118253e+02,1.005276307922792878e+00
7.601628134107698997e+02,9.946843814886782154e-01
7.632391318041280783e+02,9.936202782951712997e-01
7.622559752402720505e+02,1.009317881408767992e+00
7.600695891417058192e+02,1.004822108577627882e+00
7.590142581197217169e+02,1.023668992112298115e+00
7.590142581197217169e+02,1.023668992112298115e+00
7.522878481636213337e+02,9.998111234131513703e-01
7.564257845381702055e+02,9.898837976292653718e-01
7.540694003220218065e+02,9.788908626618068043e-01
7.527918943503086666e+02,1.015298978252567430e+00
7.453104190428841775e+02,9.935504581618904707e-01
7.450889985996150244e+02,9.825797546796978255e-01
7.450889985996150244e+02,9.825797546796978255e-01
7.376866944059254365e+02,1.010171572717808441e+00
7.382739505859226483e+02,9.816114176640353683e-01
7.421522383463363894e+02,1.004916863633162016e+00
7.420309996251422717e+02,9.801811228568710899e-01
7.405553485315172111e+02,9.801619494349321782e-01
7.337217215268860855e+02,9.885536567319906931e-01
7.391772720120281974e+02,9.914595959815998283e-01
7.391772720120281974e+02,9.914595959815998283e-01
7.337245009529126492e+02,9.711022473923169862e-01
7.252095495911205489e+02,9.804022503294340662e-01
7.257299685528050759e+02,9.586802969304029087e-01
7.257299685528050759e+02,9.586802969304029087e-01
7.236678600895625095e+02,9.755593055544594661e-01
7.226552902042664073e+02,9.600981906890564410e-01
7.188427549979751348e+02,9.648619718337199114e-01
7.234574126767118969e+02,9.817226364272209072e-01
7.298961246605770157e+02,9.626314930976792583e-01
7.355763342245755894e+02,9.579372053378250040e-01
7.355763342245755894e+02,9.579372053378250040e-01
7.352720122022553824e+02,9.572768386034942178e-01
7.312185983771718156e+02,9.637027540293520156e-01
7.385387914386806187e+02,9.899865039170751002e-01
7.324599605021022626e+02,9.746515775083754995e-01
7.317702037681544880e+02,9.940011911939893308e-01
7.266194834479560996e+02,9.877324325694747387e-01
7.266194834479560996e+02,9.877324325694747387e-01
7.287423641411152175e+02,9.684777796209558254e-01
7.383409219350285184e+02,9.786230764926079351e-01
7.338732069870599162e+02,9.738640008455083930e-01
7.338732069870599162e+02,9.738640008455083930e-01
7.344469144285552602e+02,9.987738373011505466e-01
7.318424571792432971e+02,9.831770787152789293e-01
7.364709035168850733e+02,9.683088573584207603e-01
7.278476677870349931e+02,9.809887350145259921e-01
7.304721935504853718e+02,9.511445135681014795e-01
7.236293040482368042e+02,9.587789597374314354e-01
7.253901435324603426e+02,9.781203645676794789e-01
7.290977071202877369e+02,9.918553270139981448e-01
7.290977071202877369e+02,9.918553270139981448e-01
7.324243594196830145e+02,9.956048965335565493e-01
7.313230134651092840e+02,9.793169619556624239e-01
7.212308994976731356e+02,9.730847513714293573e-01
7.150685797221710800e+02,9.652616973773374687e-01
7.148495730657051581e+02,9.579551053768303737e-01
7.144416915708262650e+02,9.663222938112767668e-01
7.121007661988493282e+02,9.553864506892203456e-01
7.077109458828230117e+02,9.555171201276039250e-01
7.097119383635247232e+02,9.504773611715039427e-01
7.097119383635247232e+02,9.504773611715039427e-01
7.119484767551365394e+02,9.465049423515946581e-01
7.093539635905991645e+02,9.504464912611753080e-01
7.093539635905991645e+02,9.504464912611753080e-01
7.111247934899579377e+02,9.784809145781746542e-01
7.135453952899337082e+02,9.548735206363256900e-01
7.157271339336592746e+02,9.633692436781010615e-01
7.106111427284354249e+02,9.517964782170562632e-01
7.118815955192112597e+02,9.598886070105355772e-01
7.131950996928069344e+02,9.512237898480313536e-01
7.242862630738080725e+02,9.811154790648476398e-01
7.229964053886297961e+02,9.513916443556863500e-01
7.270543558808790294e+02,9.644741224481773179e-01
7.322216330887683853e+02,9.715946200608497341e-01
7.322216330887683853e+02,9.715946200608497341e-01
7.322216330887683853e+02,9.715946200608497341e-01
7.328134070253281607e+02,9.818400244965945767e-01
7.336433561262568901e+02,9.910267086508048884e-01
7.302511869676533252e+02,9.951194115823038810e-01
7.330766419393355591e+02,9.862489863408644419e-01
7.356339736568186254e+02,9.746940338997592823e-01
7.478261374829000943e+02,1.015168904205179023e+00
7.539702465045445479e+02,1.003896515428923220e+00
7.608007611891705437e+02,1.017921324109928971e+00
7.687399117218778883e+02,9.989043503373934429e-01
7.698798728252663750e+02,1.028431719675329203e+00
7.763866342484424194e+02,1.053147553156132510e+00
7.718294905485328172e+02,1.002859206635803524e+00
7.774713545869158224e+02,1.026629475683491721e+00
7.709793296288015654e+02,1.020572554329350012e+00
7.701382336815006511e+02,1.031556978782621758e+00
7.641956715875572854e+02,1.020360339727917731e+00
7.646558799452296853e+02,1.002681493229053533e+00
7.652111193020018618e+02,1.018696403444766085e+00
7.669247869956448085e+02,9.956426218287862673e-01
7.665744142808628112e+02,1.033132254860356092e+00
7.665744142808628112e+02,1.033132254860356092e+00
7.629579555159564279e+02,1.009270121629393779e+00
7.662085251502925303e+02,1.011577775544427071e+00
7.674830549352967637e+02,1.013677201461425925e+00
7.674830549352967637e+02,1.013677201461425925e+00
7.568346053303015424e+02,1.008734123856597220e+00
7.568346053303015424e+02,1.008734123856597220e+00
7.655275137272831216e+02,1.002215151923381509e+00
7.640155056288131163e+02,1.015443227744719401e+00
7.640155056288131163e+02,1.015443227744719401e+00
7.640155056288131163e+02,1.015443227744719401e+00
7.680244131879614997e+02,1.017779316623350638e+00
7.683420280377300742e+02,1.015158353648971667e+00
7.649637132621630826e+02,1.009185393753803561e+00
